200000 3.014386428 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724 1.68366603724
300000 3.354704758 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858 1.68366603858
400000 3.434120788 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491 1.68366603491
500000 3.364695698 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381 1.6836660381
600000 2.826160908 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833 1.68366603833
700000 2.423480718 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545 1.68366603545
800000 1.698006946 1.929333456 1.931563572 1.930980611 1.930385296 1.92994969 1.931238154 1.929697151 1.873483725 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035 1.68365615035
900000 1.68366603718 4.908053438 4.903608468 4.901672738 4.900924198 4.904681698 4.900659208 4.906640968 4.697458528 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718
1000000 1.68366603718 4.984019678 4.983767898 4.984078208 4.982663638 4.982858198 4.982550408 4.982737898 5.134144128 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718
1100000 1.68366603718 4.968786368 4.969526658 4.968879158 4.968006048 4.968047088 4.967811058 4.968060618 4.990714218 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718 1.68366603718
